UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
6527,L53706,L,301.2,310.4,1515,38.4,51,0,0,0,0,0,0
3119,M17978,M,300.2,309.5,1458,46.9,23,0,0,0,0,0,0
8784,M23643,M,297.6,308.6,1254,45.8,31,0,0,0,0,0,0
8535,M23394,M,298.6,309.5,1404,43.3,33,0,0,0,0,0,0
3896,M18755,M,302.3,311.2,1546,40.0,71,0,0,0,0,0,0
1591,L48770,L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0
826,L48005,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0
8741,M23600,M,297.4,308.8,1573,33.9,123,0,0,0,0,0,0
9313,H38726,H,298.5,309.4,1573,33.6,143,0,0,0,0,0,0
5762,L52941,L,301.9,311.2,1369,49.8,66,0,0,0,0,0,0
1698,M16557,M,297.9,307.6,1519,44.0,37,0,0,0,0,0,0
5107,L52286,L,304.0,313.3,1519,36.7,117,0,0,0,0,0,0
8578,L55757,L,297.6,308.3,1502,43.2,139,0,0,0,0,0,0
6013,H35426,H,300.8,310.9,1425,44.0,33,0,0,0,0,0,0
2006,L49185,L,298.5,308.3,1504,38.0,20,0,0,0,0,0,0
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0
3439,L50618,L,301.4,310.4,1471,37.5,193,0,0,0,0,0,0
8611,L55790,L,297.4,308.3,1561,38.3,0,0,0,0,0,0,0
9045,L56224,L,297.4,308.4,1378,39.9,63,0,0,0,0,0,0
7081,L54260,L,300.7,310.4,1543,47.3,203,0,0,0,0,0,0
3599,L50778,L,301.7,310.5,1399,53.2,174,0,0,0,0,0,0
6925,L54104,L,301.2,311.6,1461,52.9,208,1,0,0,0,1,0
2575,L49754,L,299.5,309.3,1972,19.3,177,0,0,0,0,0,0
9839,L57018,L,298.4,309.2,1425,45.5,11,0,0,0,0,0,0
8245,L55424,L,299.0,310.4,1512,38.8,109,0,0,0,0,0,0
6631,M21490,M,301.6,310.5,1414,49.3,106,0,0,0,0,0,0
3216,M18075,M,300.5,309.4,2179,16.3,59,0,0,0,0,0,0
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0
2276,L49455,L,299.3,308.6,1605,37.0,78,0,0,0,0,0,0
2944,H32357,H,300.7,309.5,2007,19.7,2,0,0,0,0,0,0
2532,M17391,M,298.8,308.5,1510,38.7,66,0,0,0,0,0,0
7797,L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0
4124,M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0
5569,L52748,L,302.5,312.1,1534,38.6,3,0,0,0,0,0,0
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0
7937,L55116,L,300.8,311.7,1490,46.4,217,0,0,0,0,0,0
3742,L50921,L,302.4,311.3,1503,38.2,120,0,0,0,0,0,0
8457,L55636,L,298.6,309.9,1556,38.6,36,0,0,0,0,0,0
2911,L50090,L,300.6,309.5,1576,38.8,124,0,0,0,0,0,0
515,L47694,L,297.4,309.2,1620,33.2,28,0,0,0,0,0,0
2023,L49202,L,298.7,308.4,1373,46.9,60,0,0,0,0,0,0
628,L47807,L,298.4,310.1,1455,42.2,94,0,0,0,0,0,0
6152,L53331,L,301.1,311.2,1555,35.3,172,0,0,0,0,0,0
2070,H31483,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0
2555,L49734,L,299.3,309.1,1531,37.9,127,0,0,0,0,0,0
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0
4102,L51281,L,301.9,310.4,1884,23.4,163,0,0,0,0,0,0
3859,L51038,L,302.5,311.4,1559,37.6,209,0,0,0,0,0,0
739,L47918,L,296.8,308.3,1506,45.9,182,0,0,0,0,0,0
3718,H33131,H,302.3,311.4,1443,44.1,51,0,0,0,0,0,0
2562,L49741,L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0
3625,M18484,M,302.0,311.4,1587,35.9,30,0,0,0,0,0,0
4335,L51514,L,301.6,309.8,1472,42.5,91,0,0,0,0,0,0
4300,L51479,L,301.7,310.1,1402,50.1,3,0,0,0,0,0,0
8761,M23620,M,297.4,308.7,1392,46.4,174,0,0,0,0,0,0
2444,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,0
2880,M17739,M,300.6,309.4,1367,63.2,45,1,0,0,1,0,0
7018,M21877,M,300.7,310.6,1474,37.0,33,0,0,0,0,0,0
543,L47722,L,297.5,309.4,1803,24.7,98,0,0,0,0,0,0
1812,M16671,M,298.1,307.8,1569,31.2,131,0,0,0,0,0,0
4779,H34192,H,303.6,312.2,1371,54.6,112,1,0,1,0,0,0
8358,L55537,L,298.5,309.5,1385,46.3,203,1,1,0,0,0,0
4651,L51830,L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0
9015,M23874,M,297.2,308.1,1340,61.3,207,1,0,0,0,1,0
3913,L51092,L,302.4,311.4,1475,40.4,126,0,0,0,0,0,0
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0
1640,M16499,M,297.9,307.8,1450,43.5,106,0,0,0,0,0,0
4306,L51485,L,301.6,310.1,1687,26.6,16,0,0,0,0,0,0
8663,L55842,L,297.5,308.6,1514,36.9,134,0,0,0,0,0,0
1874,L49053,L,298.4,308.1,1367,57.8,92,0,0,0,0,0,0
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0
4812,M19671,M,303.4,312.0,1748,28.4,200,0,0,0,0,0,0
3131,L50310,L,300.1,309.6,1760,25.4,55,0,0,0,0,0,0
1751,M16610,M,298.4,307.8,1617,31.6,173,0,0,0,0,0,0
6931,M21790,M,300.9,311.5,1836,21.8,12,0,0,0,0,0,0
2816,M17675,M,300.1,309.4,1569,31.6,124,0,0,0,0,0,0
8086,L55265,L,300.2,311.4,1331,49.8,143,0,0,0,0,0,0
5696,L52875,L,302.4,311.8,1451,42.0,110,0,0,0,0,0,0
5796,M20655,M,301.9,311.4,1465,39.9,153,0,0,0,0,0,0
2801,M17660,M,300.2,309.5,1500,45.7,89,0,0,0,0,0,0
4872,L52051,L,303.7,312.4,1513,40.1,135,0,0,0,0,0,0
2984,L50163,L,300.6,309.6,1290,57.4,119,0,0,0,0,0,0
6634,M21493,M,301.5,310.5,1737,29.3,114,0,0,0,0,0,0
9789,M24648,M,298.5,309.5,1535,39.8,87,0,0,0,0,0,0
9035,H38448,H,297.4,308.2,1585,46.2,37,0,0,0,0,0,0
3071,L50250,L,300.0,309.1,1631,28.3,110,0,0,0,0,0,0
9206,L56385,L,297.8,308.8,1579,32.9,70,0,0,0,0,0,0
6545,M21404,M,301.4,310.7,1470,46.5,101,0,0,0,0,0,0
5946,M20805,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0
6272,M21131,M,300.9,310.5,1702,29.3,32,0,0,0,0,0,0
7741,L54920,L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0
3503,M18362,M,301.8,310.9,1346,44.6,142,0,0,0,0,0,0
606,M15465,M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0
7168,L54347,L,300.3,310.3,1362,60.3,206,1,0,0,0,1,0
9308,L56487,L,298.3,309.1,1395,49.8,133,0,0,0,0,0,0
3703,L50882,L,302.0,311.2,1434,44.9,15,0,0,0,0,0,0
4788,L51967,L,303.7,312.6,1396,44.1,136,0,0,0,0,0,0
769,L47948,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0
2218,L49397,L,299.7,309.1,1347,55.3,139,0,0,0,0,0,0
1046,H30459,H,296.4,307.5,1403,52.8,94,0,0,0,0,0,0
4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0
7095,L54274,L,300.6,310.2,1447,45.9,17,0,0,0,0,0,0
6542,L53721,L,301.4,310.7,1509,38.3,95,0,0,0,0,0,0
3980,L51159,L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0
3500,L50679,L,301.9,311.0,1353,43.8,130,0,0,0,0,0,0
1509,M16368,M,298.0,308.6,1507,37.3,217,0,0,0,0,0,0
2828,L50007,L,300.4,309.4,1412,51.6,153,0,0,0,0,0,0
4595,M19454,M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0
5554,L52733,L,302.5,311.9,1306,59.7,172,0,0,0,0,0,1
8059,L55238,L,300.3,311.6,1515,44.9,69,0,0,0,0,0,0
7214,M22073,M,299.8,309.8,1427,45.2,106,0,0,0,0,0,0
9800,M24659,M,298.5,309.3,1551,34.7,121,0,0,0,0,0,0
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0
2728,L49907,L,299.7,309.3,1434,38.5,127,0,0,0,0,0,0
5167,H34580,H,304.2,313.5,1546,41.4,58,0,0,0,0,0,0
8980,M23839,M,296.9,307.5,1332,51.1,121,0,0,0,0,0,0
8441,L55620,L,298.6,309.8,1370,56.0,0,0,0,0,0,0,0
8128,M22987,M,300.1,311.3,1650,33.8,38,0,0,0,0,0,0
7892,L55071,L,300.8,312.5,1517,39.2,107,0,0,0,0,0,0
4520,L51699,L,302.4,310.4,1666,29.7,125,0,0,0,0,0,0
2393,L49572,L,299.2,308.5,1340,50.0,144,0,0,0,0,0,0
3153,M18012,M,300.5,309.8,1473,42.3,121,0,0,0,0,0,0
7341,L54520,L,299.7,310.3,1386,46.6,2,0,0,0,0,0,0
7472,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0
985,L48164,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0
2860,L50039,L,300.6,309.4,1549,43.4,233,0,0,0,0,0,0
8835,L56014,L,297.4,308.8,1473,46.2,167,0,0,0,0,0,0
8255,M23114,M,299.0,310.4,1625,37.1,131,0,0,0,0,0,0
2059,M16918,M,299.5,309.3,1902,24.0,151,0,0,0,0,0,0
2526,M17385,M,298.8,308.6,1598,35.1,52,0,0,0,0,0,0
8007,L55186,L,300.9,312.1,1462,46.0,166,0,0,0,0,0,0
2783,M17642,M,300.2,309.6,1491,41.8,41,0,0,0,0,0,0
3786,L50965,L,302.3,310.9,1545,36.7,18,0,0,0,0,0,0
4076,L51255,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0
9882,L57061,L,298.8,309.8,1493,38.5,132,0,0,0,0,0,0
7418,M22277,M,300.1,311.3,1495,41.0,193,0,0,0,0,0,0
6078,L53257,L,300.9,310.7,1479,43.3,201,0,0,0,0,0,0
7050,L54229,L,300.6,310.4,1494,47.3,118,0,0,0,0,0,0
2502,M17361,M,299.1,308.9,1476,42.7,225,0,0,0,0,0,0
7241,M22100,M,299.9,310.1,1362,56.3,179,0,0,0,0,0,0
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0
4685,M19544,M,303.6,311.8,1421,44.8,101,1,0,0,0,0,0
5404,L52583,L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0
6744,L53923,L,301.7,311.2,1418,38.0,166,0,0,0,0,0,0
3726,H33139,H,302.3,311.1,1543,37.5,73,0,0,0,0,0,0
626,L47805,L,298.3,310.1,1545,36.3,90,0,0,0,0,0,0
2415,L49594,L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0
6150,M21009,M,301.0,311.1,1420,47.4,167,0,0,0,0,0,0
5042,L52221,L,304.0,313.2,1314,47.1,144,0,0,0,0,0,0
4432,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0
3581,L50760,L,301.8,310.6,1650,31.9,126,0,0,0,0,0,0
3619,L50798,L,301.9,311.1,1448,46.3,14,0,0,0,0,0,0
5564,M20423,M,302.3,311.7,1640,31.5,199,0,0,0,0,0,0
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0
2508,H31921,H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0
2001,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0
8492,L55671,L,298.5,309.5,1579,38.6,126,0,0,0,0,0,0
9090,L56269,L,297.2,307.9,1989,20.3,186,0,0,0,0,0,0
4767,M19626,M,303.6,312.0,1645,35.7,81,0,0,0,0,0,0
4876,L52055,L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0
8764,L55943,L,297.5,308.8,1603,36.7,184,0,0,0,0,0,0
7869,H37282,H,300.4,311.9,1438,46.7,41,0,0,0,0,0,1
1618,L48797,L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0
9032,H38445,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,0
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0
4487,M19346,M,302.6,310.5,1965,20.2,40,0,0,0,0,0,0
9519,L56698,L,299.0,310.1,1580,41.9,55,0,0,0,0,0,0
3744,L50923,L,302.5,311.4,1759,24.6,124,0,0,0,0,0,0
2294,L49473,L,299.5,308.9,1520,38.3,122,0,0,0,0,0,0
4996,L52175,L,303.6,312.6,1540,39.8,21,0,0,0,0,0,0
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0
5524,M20383,M,302.5,311.9,1524,34.8,86,0,0,0,0,0,0
1015,L48194,L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0
3247,L50426,L,301.0,309.7,1468,42.0,141,0,0,0,0,0,0
5087,L52266,L,304.0,313.0,1541,45.9,64,0,0,0,0,0,0
2709,L49888,L,299.6,309.1,2266,15.3,79,0,0,0,0,0,0
8329,L55508,L,298.6,309.5,1325,52.2,127,0,0,0,0,0,0
7929,L55108,L,300.6,311.7,1497,43.6,198,0,0,0,0,0,0
170,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0
804,H30217,H,296.9,307.8,1549,37.8,104,0,0,0,0,0,0
5877,L53056,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0
1685,L48864,L,297.8,307.3,1438,44.5,3,0,0,0,0,0,0
8925,H38338,H,297.1,308.2,1527,42.2,199,0,0,0,0,0,0
4589,L51768,L,302.8,311.0,1564,38.5,85,0,0,0,0,0,0
9549,L56728,L,299.6,311.1,1521,37.2,131,0,0,0,0,0,0
2928,M17787,M,300.7,309.6,1421,49.8,165,0,0,0,0,0,0
6144,M21003,M,301.0,310.9,1575,34.6,150,0,0,0,0,0,0
9664,L56843,L,299.1,310.1,1435,48.8,229,1,0,0,0,1,0
2315,L49494,L,299.2,308.9,1368,47.2,175,0,0,0,0,0,0
3944,L51123,L,302.3,311.4,1333,66.7,205,1,0,0,1,1,0
2748,L49927,L,299.7,309.2,1616,31.6,175,0,0,0,0,0,0
7510,L54689,L,300.6,311.9,1372,60.1,212,1,0,0,0,1,0
7201,L54380,L,300.0,309.9,1608,33.4,76,0,0,0,0,0,0
501,M15360,M,297.5,309.2,1804,27.4,215,0,0,0,0,0,0
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0
9385,M24244,M,297.6,308.1,1379,57.4,122,0,0,0,0,0,0
3874,L51053,L,302.6,311.8,1638,35.1,17,0,0,0,0,0,0
3041,L50220,L,300.3,309.5,1474,38.7,35,0,0,0,0,0,0
8310,M23169,M,298.7,310.0,1459,40.2,69,0,0,0,0,0,0
8006,L55185,L,300.8,312.0,1477,37.3,164,0,0,0,0,0,0
5455,L52634,L,303.0,312.5,1461,40.2,127,0,0,0,0,0,0
3478,L50657,L,301.8,310.7,1547,41.7,72,0,0,0,0,0,0
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0
3852,H33265,H,302.2,310.9,1415,48.4,185,0,0,0,0,0,0
5788,L52967,L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0
5828,L53007,L,301.3,311.1,1624,40.9,0,0,0,0,0,0,0
5748,L52927,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0
8032,L55211,L,300.7,312.0,1550,32.4,5,0,0,0,0,0,0
1338,H30751,H,298.7,310.2,1613,36.0,0,0,0,0,0,0,0
7681,L54860,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0
1097,L48276,L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0
4526,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0
8073,H37486,H,300.5,312.0,1375,43.2,108,0,0,0,0,0,0
677,H30090,H,297.9,309.2,1577,34.7,5,0,0,0,0,0,0
1961,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0
8948,M23807,M,297.3,308.2,1452,38.2,44,0,0,0,0,0,0
8399,L55578,L,298.5,309.7,2617,12.1,102,1,0,0,1,0,0
1347,L48526,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0
4874,M19733,M,303.7,312.4,1474,38.8,139,0,0,0,0,0,0
1522,M16381,M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0
9883,L57062,L,298.8,309.8,1895,22.0,134,0,0,0,0,0,0
7663,M22522,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0
9942,L57121,L,298.4,308.1,1395,44.0,92,0,0,0,0,0,0
9618,L56797,L,299.0,310.2,1516,35.3,102,0,0,0,0,0,0
3118,M17977,M,300.1,309.3,1469,43.9,20,0,0,0,0,0,0
2075,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0
6382,L53561,L,300.2,309.7,1771,27.1,104,0,0,0,0,0,0
847,M15706,M,296.4,307.4,1416,50.0,210,0,0,0,0,0,0
8996,L56175,L,297.2,308.0,1474,43.7,162,0,0,0,0,0,0
8101,L55280,L,300.3,311.7,1682,27.8,178,0,0,0,0,0,0
3639,M18498,M,302.3,311.5,1445,44.8,65,0,0,0,0,0,0
5947,L53126,L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0
2317,L49496,L,299.2,308.8,1542,39.2,179,0,0,0,0,0,0
152,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0
7652,M22511,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0
6264,M21123,M,301.0,310.6,1698,27.3,14,0,0,0,0,0,0
6340,L53519,L,300.5,310.0,1451,48.6,208,0,0,0,0,0,0
619,H30032,H,298.2,310.0,1433,44.2,68,0,0,0,0,0,0
3583,L50762,L,301.8,310.6,1395,50.5,131,0,0,0,0,0,0
6194,L53373,L,301.0,310.9,1578,38.4,49,0,0,0,0,0,0
5551,M20410,M,302.3,311.9,1508,42.3,159,0,0,0,0,0,0
4854,L52033,L,303.7,312.2,1487,34.0,94,0,0,0,0,0,0
9252,M24111,M,298.2,309.1,1651,28.8,186,0,0,0,0,0,0
1431,L48610,L,298.9,310.0,1378,49.3,18,0,0,0,0,0,0
4123,L51302,L,302.2,310.6,1462,43.6,0,0,0,0,0,0,0
5279,M20138,M,303.5,312.9,1618,30.4,130,0,0,0,0,0,0
6846,M21705,M,301.3,311.5,1648,32.4,0,0,0,0,0,0,0
2844,L50023,L,300.3,309.2,1532,40.2,194,0,0,0,0,0,0
1627,M16486,M,297.9,307.8,1303,59.3,75,0,0,0,0,0,0
1893,M16752,M,297.8,307.4,1438,43.6,141,0,0,0,0,0,0
1637,L48816,L,297.9,307.8,1505,37.3,100,0,0,0,0,0,0
8946,L56125,L,297.4,308.2,1639,33.8,39,0,0,0,0,0,0
3659,M18518,M,302.2,311.5,1449,44.5,113,0,0,0,0,0,0
6061,L53240,L,301.0,311.1,1615,35.6,158,0,0,0,0,0,0
7289,M22148,M,300.2,310.6,1983,20.8,83,0,0,0,0,0,0
5490,L52669,L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1
3249,M18108,M,301.0,309.7,1511,39.3,146,0,0,0,0,0,0
8809,L55988,L,297.4,308.6,1446,48.1,88,0,0,0,0,0,0
481,L47660,L,297.4,309.0,1583,32.0,166,0,0,0,0,0,0
9207,M24066,M,297.9,308.9,1547,44.0,72,0,0,0,0,0,0
1500,M16359,M,298.1,308.8,2206,16.3,195,0,0,0,0,0,0
1014,M15873,M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0
3442,L50621,L,301.4,310.4,1559,39.4,199,0,0,0,0,0,0
7562,L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0
2862,L50041,L,300.7,309.5,1479,43.6,240,0,0,0,0,0,0
6569,L53748,L,301.3,310.6,1521,36.3,166,0,0,0,0,0,0
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0
1044,L48223,L,296.5,307.6,1431,45.2,90,0,0,0,0,0,0
7990,L55169,L,301.1,312.4,1430,37.9,124,0,0,0,0,0,0
1852,M16711,M,297.7,307.3,1365,49.2,36,0,0,0,0,0,0
9560,L56739,L,299.5,310.9,1496,38.5,162,0,0,0,0,0,0
5198,H34611,H,303.8,312.9,1570,35.8,147,0,0,0,0,0,0
6806,M21665,M,301.0,310.7,1497,37.6,116,0,0,0,0,0,0
9014,H38427,H,297.2,308.0,1435,43.0,202,0,0,0,0,0,0
4629,M19488,M,303.0,311.1,1597,36.7,191,0,0,0,0,0,0
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0
6562,L53741,L,301.5,310.7,1596,35.4,150,0,0,0,0,0,0
5717,L52896,L,302.3,312.0,1354,52.2,165,0,0,0,0,0,0
876,M15735,M,295.8,306.3,1444,45.5,76,0,0,0,0,0,0
5824,L53003,L,301.2,311.0,1544,39.3,217,0,0,0,0,0,0
1743,L48922,L,298.5,308.0,1379,49.6,152,0,0,0,0,0,0
4114,L51293,L,302.0,310.6,1325,55.3,192,0,0,0,0,0,0
5328,M20187,M,303.5,312.7,2116,16.7,45,0,0,0,0,0,0
2834,L50013,L,300.3,309.2,1807,26.4,169,0,0,0,0,0,0
6432,L53611,L,300.2,309.8,1353,59.4,26,0,0,0,0,0,0
3740,M18599,M,302.2,311.2,1663,29.6,115,0,0,0,0,0,0
8092,L55271,L,300.2,311.6,1375,56.9,155,0,0,0,0,0,0
6614,L53793,L,301.7,310.6,1513,41.1,64,0,0,0,0,0,0
8182,L55361,L,299.7,311.2,1835,23.7,183,0,0,0,0,0,0
2529,L49708,L,298.8,308.6,1730,25.9,59,0,0,0,0,0,0
7402,L54581,L,299.8,310.8,1409,51.9,154,0,0,0,0,0,0
3218,L50397,L,300.6,309.5,2025,21.4,64,0,0,0,0,0,0
8227,L55406,L,299.1,310.5,1389,61.4,64,0,0,0,0,0,0
7034,M21893,M,300.7,310.8,1469,46.4,75,0,0,0,0,0,0
4862,L52041,L,303.5,312.3,1946,21.1,112,0,0,0,0,0,0
7387,M22246,M,299.8,310.6,1574,31.8,113,0,0,0,0,0,0
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0
8207,L55386,L,299.3,310.8,1483,43.5,15,0,0,0,0,0,0
4393,L51572,L,302.2,310.1,1458,45.1,15,0,0,0,0,0,0
8474,M23333,M,298.6,309.8,1430,43.1,80,0,0,0,0,0,0
4599,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0
2194,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0
8333,L55512,L,298.8,309.7,1529,44.0,136,0,0,0,0,0,0
5783,L52962,L,301.7,311.1,1455,39.8,118,0,0,0,0,0,0
5794,L52973,L,301.8,311.3,1471,44.2,148,0,0,0,0,0,0
8688,M23547,M,297.2,308.5,1604,34.9,200,0,0,0,0,0,0
6970,M21829,M,300.8,311.1,1583,32.1,116,0,0,0,0,0,0
7936,M22795,M,300.8,311.9,1356,44.3,214,0,0,0,0,0,0
8668,M23527,M,297.5,308.8,1455,46.1,147,0,0,0,0,0,0
9639,H39052,H,299.3,310.4,1393,44.9,162,0,0,0,0,0,0
7711,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0
2774,L49953,L,299.9,309.4,1858,22.5,22,0,0,0,0,0,0
3587,L50766,L,301.8,310.5,1593,34.9,139,0,0,0,0,0,0
2443,M17302,M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0
7685,M22544,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0
9021,L56200,L,297.3,308.2,1553,33.5,2,0,0,0,0,0,0
8427,L55606,L,299.1,310.5,1628,35.9,174,0,0,0,0,0,0
9977,L57156,L,298.6,308.2,1705,26.3,177,0,0,0,0,0,0
1686,L48865,L,297.9,307.3,1824,26.3,5,0,0,0,0,0,0
9628,M24487,M,298.9,310.0,1487,36.6,129,0,0,0,0,0,0
7353,M22212,M,299.7,310.2,1440,42.8,30,0,0,0,0,0,0
8641,L55820,L,297.6,308.6,1383,47.5,75,0,0,0,0,0,0
9026,L56205,L,297.5,308.4,1440,35.9,13,0,0,0,0,0,0
4082,L51261,L,302.0,310.4,1336,58.2,110,1,0,1,0,0,0
2917,L50096,L,300.6,309.6,1411,41.6,140,0,0,0,0,0,0
9569,L56748,L,299.8,311.1,1588,38.0,183,0,0,0,0,0,0
733,L47912,L,297.2,308.6,1924,22.1,163,0,0,0,0,0,0
5968,L53147,L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0
1867,M16726,M,298.1,307.9,1662,28.9,76,0,0,0,0,0,0
8969,L56148,L,297.1,307.8,1454,50.6,94,0,0,0,0,0,0
4378,M19237,M,301.8,309.6,1436,49.0,214,0,0,0,0,0,0
8655,M23514,M,297.4,308.4,1441,46.8,116,0,0,0,0,0,0
5747,M20606,M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0
7943,L55122,L,300.8,311.7,1432,45.8,6,0,0,0,0,0,0
2387,L49566,L,299.1,308.4,1543,37.9,130,0,0,0,0,0,0
2198,L49377,L,299.7,309.0,1412,49.2,85,0,0,0,0,0,0
506,L47685,L,297.6,309.3,1610,35.0,6,0,0,0,0,0,0
2756,L49935,L,299.7,309.2,1478,38.8,199,0,0,0,0,0,0
9277,L56456,L,298.1,308.7,1691,30.3,49,0,0,0,0,0,0
8819,M23678,M,297.4,308.7,1481,48.0,117,0,0,0,0,0,0
7622,L54801,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0
9318,L56497,L,298.5,309.5,1480,38.1,160,0,0,0,0,0,0
7310,L54489,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0
2807,L49986,L,300.0,309.3,1364,41.2,104,0,0,0,0,0,0
8760,M23619,M,297.5,308.7,1352,53.0,171,0,0,0,0,0,0
7293,M22152,M,300.1,310.4,1556,38.1,92,0,0,0,0,0,0
9288,L56467,L,298.2,308.9,1709,28.1,81,0,0,0,0,0,0
5727,M20586,M,302.4,311.9,1398,50.1,188,0,0,0,0,0,0
3997,M18856,M,302.3,311.3,1625,33.1,137,0,0,0,0,0,0
4317,L51496,L,301.5,310.1,1639,33.4,47,0,0,0,0,0,0
4014,M18873,M,302.2,311.1,1728,34.0,179,0,0,0,0,0,0
4834,L52013,L,303.4,311.9,1377,41.6,34,1,0,1,0,0,0
7734,L54913,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0
3428,L50607,L,301.6,310.6,1562,34.4,162,0,0,0,0,0,0
7561,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0
3225,M18084,M,300.6,309.5,1557,33.8,84,0,0,0,0,0,0
583,L47762,L,297.8,309.7,1341,49.2,208,0,0,0,0,0,0
8278,H37691,H,298.8,310.5,1294,55.8,202,0,0,0,0,0,0
669,L47848,L,297.5,308.9,1738,24.0,195,0,0,0,0,0,0
3824,M18683,M,302.3,310.9,1581,36.1,109,0,0,0,0,0,0
7535,L54714,L,300.0,311.2,1418,47.3,60,0,0,0,0,0,0
5355,L52534,L,303.4,312.6,1462,37.5,118,0,0,0,0,0,0
8335,M23194,M,298.8,309.7,1459,47.3,141,0,0,0,0,0,0
