UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
375,M18498,M,302.3,311.5,1445,44.8,65,0,0,0,0,0,0
376,M18790,M,302.6,311.6,2041,19.2,174,0,0,0,0,0,0
377,M21665,M,301.0,310.7,1497,37.6,116,0,0,0,0,0,0
378,M17747,M,300.5,309.5,1691,27.6,67,0,0,0,0,0,0
379,M17036,M,299.6,309.3,1387,48.3,25,0,0,0,0,0,0
380,M21516,M,301.4,310.4,1553,44.7,173,0,0,0,0,0,0
381,M17988,M,300.1,309.5,1462,42.8,50,0,0,0,0,0,0
382,M21383,M,301.1,310.2,1850,27.7,44,0,0,0,0,0,0
383,M17492,M,300.0,309.7,1652,28.6,112,0,0,0,0,0,0
384,M21485,M,301.6,310.7,1421,44.4,94,0,0,0,0,0,0
385,M22921,M,300.2,311.6,1465,41.4,78,0,0,0,0,0,0
386,M20655,M,301.9,311.4,1465,39.9,153,0,0,0,0,0,0
387,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0
388,M16052,M,297.2,308.3,1431,43.7,46,0,0,0,0,0,0
389,M19989,M,304.1,313.3,1725,28.3,177,0,0,0,0,0,0
390,M20067,M,303.8,312.7,1488,41.3,175,0,0,0,0,0,0
391,M18783,M,302.6,311.4,1718,31.2,154,0,0,0,0,0,0
392,M16842,M,298.0,307.7,1487,41.3,160,0,0,0,0,0,0
393,M18992,M,301.8,310.3,1409,52.5,26,0,0,0,0,0,0
394,M18906,M,301.9,310.9,1421,46.2,26,0,0,0,0,0,0
395,M24748,M,298.8,309.6,1575,34.4,149,0,0,0,0,0,0
396,M24669,M,298.2,309.0,1353,50.3,150,0,0,0,0,0,0
397,M21007,M,301.1,311.1,2089,19.8,162,0,0,0,0,0,0
398,M18334,M,301.9,310.8,1557,35.3,65,0,0,0,0,0,0
399,M19031,M,302.2,310.5,1832,23.7,129,0,0,0,0,0,0
400,M23368,M,298.4,309.7,1679,33.3,167,0,0,0,0,0,0
401,M24275,M,298.2,308.7,1361,44.2,0,0,0,0,0,0,0
402,M20144,M,303.8,313.2,1732,29.6,147,0,0,0,0,0,0
403,M17767,M,300.6,309.4,1581,35.7,117,0,0,0,0,0,0
404,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0
405,M16899,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0
406,M17717,M,300.4,309.2,1528,37.2,228,0,0,0,0,0,0
407,M18868,M,302.2,311.2,1471,41.9,166,0,0,0,0,0,0
408,M23226,M,298.9,309.8,1836,22.8,18,0,0,0,0,0,0
409,M20744,M,301.3,311.1,1438,43.0,137,0,0,0,0,0,0
410,M23948,M,297.1,307.9,1662,26.9,183,0,0,0,0,0,0
411,M23453,M,297.4,308.0,1601,34.6,181,0,0,0,0,0,0
412,M23193,M,298.8,309.7,1477,48.5,138,0,0,0,0,0,0
413,M15944,M,297.0,307.7,1498,47.1,199,0,0,0,0,0,0
414,M18554,M,302.1,311.3,1511,45.0,204,0,0,0,0,0,0
415,M17642,M,300.2,309.6,1491,41.8,41,0,0,0,0,0,0
416,M24320,M,298.4,309.2,1399,45.2,125,0,0,0,0,0,0
417,M23393,M,298.6,309.4,1465,41.1,30,0,0,0,0,0,0
418,M19808,M,303.8,312.7,1500,41.7,125,0,0,0,0,0,0
419,M21443,M,301.5,310.5,1503,38.2,200,0,0,0,0,0,0
420,M19402,M,302.5,310.4,1581,32.7,181,0,0,0,0,0,0
421,M18108,M,301.0,309.7,1511,39.3,146,0,0,0,0,0,0
422,M21563,M,301.5,310.7,1744,28.2,61,0,0,0,0,0,0
423,M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0
424,M22058,M,300.0,309.9,1530,34.5,71,0,0,0,0,0,0
425,M20209,M,303.3,312.7,1642,33.6,104,0,0,0,0,0,0
426,M21708,M,301.1,311.3,1389,53.3,8,0,0,0,0,0,0
427,M23051,M,299.6,310.9,1630,29.8,206,0,0,0,0,0,0
428,M20248,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0
429,M18983,M,302.1,310.6,1517,38.9,2,0,0,0,0,0,0
430,M21009,M,301.0,311.1,1420,47.4,167,0,0,0,0,0,0
431,M21705,M,301.3,311.5,1648,32.4,0,0,0,0,0,0,0
432,M24397,M,299.3,310.6,1457,42.1,104,0,0,0,0,0,0
433,M15011,M,298.4,308.2,1463,37.6,188,0,0,0,0,0,0
434,M24348,M,298.9,309.6,1567,34.5,204,0,0,0,0,0,0
435,M20867,M,300.7,310.6,1349,54.5,19,0,0,0,0,0,0
436,M23934,M,297.2,308.1,1554,41.3,147,0,0,0,0,0,0
437,M16584,M,298.3,307.8,1457,52.5,98,0,0,0,0,0,0
438,M22040,M,300.2,310.2,1628,30.3,27,0,0,0,0,0,0
439,M16698,M,297.8,307.2,1456,39.6,199,0,0,0,0,0,0
440,M23950,M,297.2,307.9,1747,29.0,188,0,0,0,0,0,0
441,M22260,M,299.6,310.6,1633,34.2,151,0,0,0,0,0,0
442,M20158,M,303.7,313.1,2130,18.1,185,0,0,0,0,0,0
443,M17105,M,299.3,308.4,1438,42.3,0,0,0,0,0,0,0
444,M22730,M,300.6,312.1,1293,52.3,49,0,0,0,0,0,0
445,M16634,M,298.5,308.0,1519,37.3,29,0,0,0,0,0,0
446,M23929,M,297.2,308.2,1678,28.1,133,0,0,0,0,0,0
447,M19871,M,303.7,312.8,1634,33.8,63,0,0,0,0,0,0
448,M23346,M,298.5,309.5,1501,40.2,114,0,0,0,0,0,0
449,M18457,M,301.7,310.5,1724,33.0,171,0,0,0,0,0,0
450,M18387,M,301.9,310.9,1573,38.9,209,0,0,0,0,0,0
451,M23250,M,298.8,309.8,1288,61.9,79,0,0,0,0,0,0
452,M17573,M,299.6,309.2,1651,30.8,92,0,0,0,0,0,0
453,M15399,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0
454,M18631,M,302.3,311.0,1384,49.7,192,0,0,0,0,0,0
455,M20228,M,303.1,312.5,1667,30.0,160,0,0,0,0,0,0
456,M15545,M,297.7,309.0,1636,29.7,32,0,0,0,0,0,0
457,M23568,M,297.2,308.5,1364,54.0,43,0,0,0,0,0,0
458,M18590,M,302.3,311.2,1405,47.7,88,0,0,0,0,0,0
459,M22392,M,300.0,311.3,1629,32.1,55,0,0,0,0,0,0
460,M18683,M,302.3,310.9,1581,36.1,109,0,0,0,0,0,0
461,M19983,M,304.2,313.5,1532,41.3,161,0,0,0,0,0,0
462,M23943,M,297.2,307.9,1541,35.7,169,0,0,0,0,0,0
463,M15465,M,297.9,309.8,1693,29.9,35,0,0,0,0,0,0
464,M19952,M,303.9,313.2,1608,40.6,79,0,0,0,0,0,0
465,M19582,M,303.4,311.8,1391,42.7,197,0,0,0,0,0,0
466,M16245,M,298.9,310.2,1603,36.1,126,0,0,0,0,0,0
467,M18105,M,301.0,309.6,1588,32.7,138,0,0,0,0,0,0
468,M22400,M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0
469,M20227,M,303.1,312.5,1766,26.7,157,0,0,0,0,0,0
470,M24019,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,0
471,M15541,M,297.7,309.0,1656,33.2,20,0,0,0,0,0,0
472,M20357,M,302.9,312.5,1551,40.0,20,0,0,0,0,0,0
473,M16359,M,298.1,308.8,2206,16.3,195,0,0,0,0,0,0
474,M17247,M,299.2,308.5,1474,47.2,132,0,0,0,0,0,0
475,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0
476,M19020,M,302.0,310.4,1608,33.1,97,0,0,0,0,0,0
477,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0
478,M19598,M,303.2,311.4,2102,19.0,5,0,0,0,0,0,0
479,M18508,M,302.2,311.5,1443,47.0,90,0,0,0,0,0,0
480,M21726,M,301.0,311.3,1454,41.5,57,0,0,0,0,0,0
481,M19854,M,303.5,312.6,1642,29.4,18,0,0,0,0,0,0
482,M20900,M,300.7,311.1,1438,46.6,103,0,0,0,0,0,0
483,M20356,M,302.9,312.5,1924,24.0,17,0,0,0,0,0,0
484,M17895,M,300.6,309.7,1428,42.6,23,0,0,0,0,0,0
485,M23979,M,297.4,308.4,1675,29.5,59,0,0,0,0,0,0
486,M19751,M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0
487,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0
488,M16543,M,297.9,307.4,1403,52.8,0,0,0,0,0,0,0
489,M22101,M,299.9,310.0,1484,42.1,182,0,0,0,0,0,0
490,M18589,M,302.4,311.3,1312,61.5,85,0,0,0,0,0,0
491,M19955,M,304.1,313.5,1428,39.9,88,0,0,0,0,0,0
492,M15702,M,296.6,307.5,1566,35.0,201,0,0,0,0,0,0
493,M16381,M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0
494,M17801,M,300.7,309.6,1996,19.8,203,1,1,0,0,0,0
495,M17739,M,300.6,309.4,1367,63.2,45,1,0,0,1,0,0
496,M19202,M,301.7,309.8,1284,68.2,111,1,0,1,1,0,0
497,M19580,M,303.4,311.7,1353,44.1,192,1,0,1,0,0,0
498,L55838,L,297.4,308.5,1496,36.4,126,0,0,0,0,0,0
499,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0
500,M18716,M,302.4,311.2,1330,58.6,201,0,0,0,0,0,0
