UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7146,L54325,L,300.5,310.0,1413,44.5,152,0,0,0,0,0,0
8049,L55228,L,300.6,311.9,1413,41.3,43,0,0,0,0,0,0
3104,L50283,L,299.8,309.1,1668,30.3,200,0,0,0,0,0,0
2183,M17042,M,299.5,309.2,1314,61.8,45,0,0,0,0,0,0
8771,L55950,L,297.4,308.6,1680,32.8,200,0,0,0,0,0,0
5403,L52582,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0
1197,M16056,M,297.0,307.9,1493,34.7,57,0,0,0,0,0,0
6627,L53806,L,301.6,310.6,1613,42.5,97,0,0,0,0,0,0
9601,M24460,M,298.9,310.0,1561,45.3,58,0,0,0,0,0,0
5711,H35124,H,302.2,311.7,1413,46.5,147,0,0,0,0,0,0
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0
3615,L50794,L,301.8,311.0,1606,33.3,4,0,0,0,0,0,0
7822,L55001,L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0
8070,M22929,M,300.5,311.9,1875,22.1,100,0,0,0,0,0,0
6447,M21306,M,300.7,310.3,1471,40.2,59,0,0,0,0,0,0
5563,L52742,L,302.3,311.7,1648,32.1,197,0,0,0,0,0,0
8120,L55299,L,300.3,311.7,1333,55.2,18,0,0,0,0,0,0
9620,M24479,M,298.9,310.0,1323,52.9,106,0,0,0,0,0,0
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0
2648,L49827,L,299.8,309.4,1408,45.6,156,0,0,0,0,0,0
9893,H39306,H,298.9,309.7,1407,48.6,161,0,0,0,0,0,0
3898,M18757,M,302.2,311.1,1640,32.8,77,0,0,0,0,0,0
7335,L54514,L,299.8,310.4,1694,30.3,204,0,0,0,0,0,0
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0
3114,M17973,M,299.9,309.1,1345,56.8,10,0,0,0,0,0,0
8309,L55488,L,298.7,310.1,1401,45.3,67,0,0,0,0,0,0
9760,L56939,L,298.5,309.7,1613,36.7,0,0,0,0,0,0,0
8067,L55246,L,300.4,311.9,1868,21.3,92,0,0,0,0,0,0
1975,L49154,L,298.0,307.6,1450,48.7,138,0,0,0,0,0,0
1886,L49065,L,298.0,307.6,1683,32.8,122,0,0,0,0,0,0
4413,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0
4966,M19825,M,303.8,312.7,1364,49.3,167,0,0,0,0,0,0
6258,L53437,L,301.1,310.7,1376,49.1,0,0,0,0,0,0,0
8991,L56170,L,297.2,307.9,1493,38.4,146,0,0,0,0,0,0
9769,L56948,L,298.6,309.6,1611,35.7,23,0,0,0,0,0,0
623,M15482,M,298.4,310.2,1725,32.0,80,0,0,0,0,0,0
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0
4245,L51424,L,302.4,310.9,1469,39.6,86,0,0,0,0,0,0
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0
3315,L50494,L,301.4,310.5,1489,43.5,98,0,0,0,0,0,0
8270,H37683,H,299.2,310.8,1761,30.4,180,0,0,0,0,0,0
4752,L51931,L,303.3,311.4,1510,37.3,36,0,0,0,0,0,0
467,L47646,L,297.2,308.5,1550,41.5,125,0,0,0,0,0,0
4952,L52131,L,303.8,312.7,1596,36.6,134,0,0,0,0,0,0
1399,L48578,L,299.1,310.3,1472,46.6,157,0,0,0,0,0,0
6469,L53648,L,300.5,309.8,1507,42.5,117,0,0,0,0,0,0
1911,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0
8275,L55454,L,298.9,310.5,1640,29.2,195,0,0,0,0,0,0
4017,L51196,L,302.1,310.9,1658,30.3,186,0,0,0,0,0,0
6193,L53372,L,301.0,310.9,1428,45.3,47,0,0,0,0,0,0
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0
2201,L49380,L,299.8,309.1,1546,35.6,93,0,0,0,0,0,0
1254,L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0
4797,L51976,L,303.5,312.4,1390,47.3,164,0,0,0,0,0,0
8701,M23560,M,297.3,308.7,1451,43.8,24,0,0,0,0,0,0
9552,L56731,L,299.4,310.8,1391,48.9,139,0,0,0,0,0,0
7438,L54617,L,299.8,311.3,1727,30.0,24,0,0,0,0,0,0
3555,L50734,L,301.9,310.8,1525,43.2,62,0,0,0,0,0,0
6899,M21758,M,301.0,311.6,1448,43.9,145,0,0,0,0,0,0
7956,M22815,M,300.9,311.9,1310,56.1,35,0,0,0,0,0,0
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0
747,L47926,L,296.8,308.1,1289,62.0,199,1,0,0,0,1,0
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0
4345,H33758,H,301.8,309.9,1418,51.3,116,0,0,0,0,0,0
2032,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0
3690,L50869,L,302.1,311.4,1889,22.7,194,0,0,0,0,0,0
2383,L49562,L,299.1,308.3,1601,31.4,121,0,0,0,0,0,0
3011,L50190,L,300.3,309.6,1537,37.1,187,0,0,0,0,0,0
3009,M17868,M,300.4,309.7,1547,38.0,181,0,0,0,0,0,0
1253,L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0
6073,M20932,M,300.9,310.8,1695,30.2,188,0,0,0,0,0,0
6326,L53505,L,300.7,310.1,1721,32.3,170,0,0,0,0,0,0
8719,L55898,L,297.2,308.7,1509,39.3,66,0,0,0,0,0,0
6795,L53974,L,301.3,310.8,1428,55.2,88,0,0,0,0,0,0
8115,H37528,H,300.4,311.8,2496,13.5,5,0,0,0,0,0,0
4474,L51653,L,302.7,310.5,1551,35.9,6,0,0,0,0,0,0
9670,L56849,L,299.1,310.3,1619,31.1,242,0,0,0,0,0,0
4579,L51758,L,303.0,311.2,1641,32.6,63,0,0,0,0,0,0
7662,L54841,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0
8924,M23783,M,297.0,308.1,1363,45.3,196,0,0,0,0,0,0
9837,M24696,M,298.4,309.3,1390,53.6,5,0,0,0,0,0,0
8469,H37882,H,298.6,309.7,1463,39.1,66,0,0,0,0,0,0
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0
6922,L54101,L,301.1,311.6,1432,48.1,202,0,0,0,0,0,0
575,M15434,M,297.9,310.0,1439,41.7,185,0,0,0,0,0,0
2795,L49974,L,300.4,309.6,1553,43.9,75,0,0,0,0,0,0
2083,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0
7490,M22349,M,300.2,311.6,1751,28.0,162,0,0,0,0,0,0
5678,L52857,L,302.3,311.8,1281,51.7,61,0,0,0,0,0,0
162,L47341,L,298.3,308.1,1412,52.3,218,1,0,0,0,1,0
3287,L50466,L,301.2,310.0,1618,37.6,32,0,0,0,0,0,0
494,L47673,L,297.5,309.3,1470,38.8,197,0,0,0,0,0,0
5259,M20118,M,303.5,312.9,1572,44.7,84,0,0,0,0,0,0
2963,L50142,L,300.7,309.5,1508,39.9,59,0,0,0,0,0,0
9198,M24057,M,297.9,308.8,1469,49.0,51,0,0,0,0,0,0
3297,M18156,M,301.2,310.3,1379,43.2,56,0,0,0,0,0,0
2929,M17788,M,300.8,309.7,1258,54.9,168,0,0,0,0,0,0
727,M15586,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0
8302,M23161,M,298.7,310.1,1644,34.1,46,0,0,0,0,0,0
8747,L55926,L,297.3,308.5,1528,44.5,140,0,0,0,0,0,0
8783,L55962,L,297.5,308.7,1456,44.7,29,0,0,0,0,0,0
7903,M22762,M,300.7,312.3,1430,47.2,131,0,0,0,0,0,0
4181,L51360,L,302.4,310.8,1686,28.8,150,0,0,0,0,0,0
7417,M22276,M,300.1,311.2,1452,42.4,190,0,0,0,0,0,0
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0
6759,L53938,L,301.7,311.1,1644,32.8,206,0,0,0,0,0,0
1459,L48638,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0
6026,L53205,L,300.7,311.0,1336,53.3,68,0,0,0,0,0,0
7473,M22332,M,300.3,311.6,1617,32.5,115,0,0,0,0,0,0
5186,L52365,L,304.0,313.0,2012,21.1,115,0,0,0,0,0,0
5518,L52697,L,302.6,311.9,1448,49.5,72,0,0,0,0,0,0
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0
2038,H31451,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0
4502,L51681,L,302.5,310.2,1307,54.0,86,1,0,1,0,0,0
3192,M18051,M,300.1,309.2,1732,33.7,218,0,0,0,0,0,0
6935,L54114,L,300.8,311.4,1536,40.9,22,0,0,0,0,0,0
2754,L49933,L,299.7,309.1,1715,27.8,192,0,0,0,0,0,0
6367,M21226,M,299.9,309.5,2065,18.1,62,0,0,0,0,0,0
7803,L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0
6315,M21174,M,301.0,310.4,1793,25.0,142,0,0,0,0,0,0
9413,L56592,L,298.0,308.5,1702,26.7,203,0,0,0,0,0,0
2598,L49777,L,299.0,308.7,1449,38.9,18,0,0,0,0,0,0
8201,L55380,L,299.3,310.8,1426,42.4,0,0,0,0,0,0,0
9709,L56888,L,299.0,310.1,1664,29.7,89,0,0,0,0,0,0
1101,H30514,H,296.8,307.5,1695,30.0,33,0,0,0,0,0,0
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0
3098,M17957,M,299.9,309.2,1353,49.8,182,0,0,0,0,0,0
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0
6667,L53846,L,301.3,310.4,1414,51.4,199,0,0,0,0,0,0
8821,L56000,L,297.3,308.7,1551,40.0,125,0,0,0,0,0,0
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0
8564,L55743,L,298.0,308.9,1500,36.7,104,0,0,0,0,0,0
9702,L56881,L,298.8,309.8,1485,42.4,74,0,0,0,0,0,0
6762,L53941,L,301.5,310.9,1400,50.8,2,0,0,0,0,0,0
949,M15808,M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0
7301,L54480,L,300.2,310.6,1431,42.3,113,0,0,0,0,0,0
4287,M19146,M,301.7,309.9,1434,47.9,189,0,0,0,0,0,0
5463,L52642,L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0
7597,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0
3079,M17938,M,300.1,309.4,1349,56.2,127,0,0,0,0,0,0
938,L48117,L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0
9187,L56366,L,297.9,309.0,1629,29.0,26,0,0,0,0,0,0
9050,L56229,L,297.3,308.5,1545,34.3,74,0,0,0,0,0,0
155,L47334,L,298.4,308.2,1528,36.2,196,0,0,0,0,0,0
8138,H37551,H,299.5,310.8,1600,32.4,67,0,0,0,0,0,0
6809,L53988,L,301.0,310.7,1391,45.0,123,0,0,0,0,0,0
2496,M17355,M,299.1,308.8,1491,41.0,209,0,0,0,0,0,0
5333,H34746,H,303.6,312.7,1403,46.2,57,0,0,0,0,0,0
6976,M21835,M,300.7,311.0,1378,51.6,130,0,0,0,0,0,0
2286,L49465,L,299.4,308.7,1381,56.7,102,0,0,0,0,0,0
7870,M22729,M,300.5,312.0,1779,27.7,46,0,0,0,0,0,0
1191,L48370,L,297.2,308.4,1460,42.1,41,0,0,0,0,0,0
6412,M21271,M,300.4,310.0,1560,42.3,186,0,0,0,0,0,0
9465,L56644,L,298.6,309.4,1440,48.2,136,0,0,0,0,0,0
2147,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0
7940,L55119,L,300.8,311.8,1417,43.4,223,0,0,0,0,0,0
8686,H38099,H,297.2,308.5,1524,41.4,192,0,0,0,0,0,0
764,L47943,L,296.7,307.8,1400,47.5,3,0,0,0,0,0,0
6170,L53349,L,300.7,310.5,1448,38.2,218,0,0,0,0,0,0
2695,M17554,M,300.1,309.6,1625,38.0,46,0,0,0,0,0,0
4737,L51916,L,303.2,311.5,1513,37.9,0,0,0,0,0,0,0
1206,L48385,L,296.8,308.0,1371,54.5,86,0,0,0,0,0,0
3116,L50295,L,299.9,309.2,1658,34.8,16,0,0,0,0,0,0
7404,L54583,L,299.8,310.8,1376,48.6,159,0,0,0,0,0,0
4355,L51534,L,302.0,309.8,1456,58.1,145,0,0,0,0,0,0
8480,L55659,L,298.6,309.7,1627,33.4,99,0,0,0,0,0,0
830,L48009,L,296.5,307.3,1579,34.5,166,0,0,0,0,0,0
7454,H36867,H,300.3,311.7,1432,47.7,61,0,0,0,0,0,0
1794,L48973,L,298.1,307.8,1761,28.2,76,0,0,0,0,0,0
6335,M21194,M,300.4,309.8,1725,30.4,195,0,0,0,0,0,0
1837,L49016,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0
2337,L49516,L,299.2,308.4,1434,46.8,2,0,0,0,0,0,0
4914,M19773,M,303.5,312.3,1593,35.2,29,0,0,0,0,0,0
6462,L53641,L,300.6,310.0,1505,35.9,95,0,0,0,0,0,0
9251,H38664,H,298.3,309.0,1823,25.9,181,0,0,0,0,0,0
8100,L55279,L,300.2,311.7,1603,30.5,176,0,0,0,0,0,0
5914,H35327,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0
7275,M22134,M,300.2,310.3,1478,38.1,45,0,0,0,0,0,0
7918,L55097,L,300.9,312.1,1474,42.4,171,0,0,0,0,0,0
2362,M17221,M,299.2,308.6,1631,35.4,64,0,0,0,0,0,0
1543,L48722,L,298.3,308.9,1379,54.7,91,0,0,0,0,0,0
2618,L49797,L,299.4,309.1,1670,35.9,68,0,0,0,0,0,0
8904,M23763,M,297.4,308.7,1382,49.9,151,0,0,0,0,0,0
1757,M16616,M,298.1,307.4,1363,60.1,187,0,0,0,0,0,0
3228,M18087,M,300.5,309.3,1589,34.9,91,0,0,0,0,0,0
6157,L53336,L,301.1,311.1,1508,41.5,184,0,0,0,0,0,0
7769,M22628,M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0
9500,L56679,L,299.2,310.1,1534,37.7,10,0,0,0,0,0,0
7476,H36889,H,300.3,311.6,1339,53.4,123,0,0,0,0,0,0
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0
9604,M24463,M,298.9,310.1,1549,40.2,65,0,0,0,0,0,0
7961,H37374,H,301.1,312.2,1491,42.6,52,0,0,0,0,0,0
9006,L56185,L,297.2,307.9,1337,58.1,184,0,0,0,0,0,0
6995,L54174,L,300.6,310.8,1375,53.2,179,0,0,0,0,0,0
136,M14995,M,298.8,308.5,1711,28.5,140,0,0,0,0,0,0
2725,M17584,M,299.8,309.3,1470,42.7,119,0,0,0,0,0,0
3210,L50389,L,300.3,309.2,1587,31.4,43,0,0,0,0,0,0
9445,L56624,L,298.1,308.9,2136,15.9,78,0,0,0,0,0,0
5228,L52407,L,303.9,313.1,1440,41.1,12,0,0,0,0,0,0
3949,M18808,M,302.2,311.3,1510,37.1,10,0,0,0,0,0,0
8770,M23629,M,297.4,308.6,1452,41.2,197,0,0,0,0,0,0
8038,L55217,L,300.7,311.8,1603,34.1,17,0,0,0,0,0,0
8224,L55403,L,299.1,310.5,1329,54.9,58,0,0,0,0,0,0
9912,M24771,M,298.6,309.0,1481,40.8,6,0,0,0,0,0,0
3775,M18634,M,302.4,311.1,1480,45.7,200,0,0,0,0,0,0
7376,M22235,M,299.4,309.9,1567,40.6,87,0,0,0,0,0,0
8281,L55460,L,298.8,310.6,1602,39.1,211,0,0,0,0,0,0
2176,M17035,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0
1863,L49042,L,297.9,307.7,1517,44.4,67,0,0,0,0,0,0
6160,L53339,L,301.0,311.0,1399,58.0,190,1,0,0,0,1,0
8864,L56043,L,298.0,309.2,1731,28.7,38,0,0,0,0,0,0
8945,L56124,L,297.3,308.3,1471,38.2,37,0,0,0,0,0,0
2530,M17389,M,298.8,308.6,1571,33.7,61,0,0,0,0,0,0
7255,L54434,L,300.3,310.4,1493,37.5,219,0,0,0,0,0,0
7296,M22155,M,300.1,310.5,1329,57.4,99,0,0,0,0,0,0
4323,M19182,M,301.7,310.1,1431,44.0,61,0,0,0,0,0,0
4609,M19468,M,303.0,311.2,1519,38.0,139,0,0,0,0,0,0
8009,L55188,L,300.8,311.9,1414,41.1,171,0,0,0,0,0,0
7321,H36734,H,299.8,310.2,1411,49.7,161,0,0,0,0,0,0
5741,M20600,M,302.3,311.7,1535,38.3,5,0,0,0,0,0,0
9515,L56694,L,299.0,310.1,1416,45.9,47,0,0,0,0,0,0
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0
3370,L50549,L,301.5,310.9,2760,8.0,15,1,0,0,1,0,0
560,L47739,L,297.5,309.4,1503,40.6,144,0,0,0,0,0,0
7947,L55126,L,300.8,311.6,1516,35.6,14,0,0,0,0,0,0
666,L47845,L,297.5,308.9,1729,28.1,189,0,0,0,0,0,0
6924,L54103,L,301.2,311.7,1433,49.3,206,0,0,0,0,0,0
4183,L51362,L,302.4,310.7,1362,54.8,155,1,0,1,0,0,0
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0
3916,L51095,L,302.5,311.5,1700,29.5,133,0,0,0,0,0,0
8933,L56112,L,297.4,308.4,1474,43.6,4,0,0,0,0,0,0
3461,L50640,L,301.5,310.3,1415,41.6,28,0,0,0,0,0,0
7365,L54544,L,299.5,309.9,1402,51.7,58,0,0,0,0,0,0
3518,L50697,L,302.0,311.0,1550,35.2,184,0,0,0,0,0,0
2524,L49703,L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0
3873,L51052,L,302.7,311.9,1389,46.5,15,0,0,0,0,0,0
4113,H33526,H,301.9,310.5,1472,39.7,187,0,0,0,0,0,0
5740,M20599,M,302.2,311.7,1653,31.4,2,0,0,0,0,0,0
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0
6350,L53529,L,300.1,309.8,1506,35.2,21,0,0,0,0,0,0
6774,L53953,L,301.3,310.8,1381,47.9,33,0,0,0,0,0,0
572,M15431,M,297.8,309.8,1676,29.0,178,0,0,0,0,0,0
4722,L51901,L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0
1540,M16399,M,298.5,309.2,1449,46.4,83,0,0,0,0,0,0
9796,L56975,L,298.5,309.3,1623,33.1,109,0,0,0,0,0,0
7524,M22383,M,300.1,311.5,1343,46.2,28,0,0,0,0,0,0
5654,L52833,L,302.4,311.7,1495,36.8,215,0,0,0,0,0,0
2400,M17259,M,299.2,308.5,1594,35.8,160,0,0,0,0,0,0
4319,L51498,L,301.5,310.1,1541,42.2,52,0,0,0,0,0,0
8149,M23008,M,299.5,310.7,1488,39.5,95,0,0,0,0,0,0
6561,L53740,L,301.6,310.8,1961,21.8,148,0,0,0,0,0,0
6169,M21028,M,300.7,310.6,1778,27.1,215,0,0,0,0,0,0
8084,L55263,L,300.1,311.4,1438,42.2,139,0,0,0,0,0,0
2108,M16967,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0
5988,L53167,L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0
1614,L48793,L,297.9,308.0,1296,62.9,41,0,0,0,0,0,0
5394,L52573,L,302.8,312.3,1473,42.6,232,0,0,0,0,0,0
1455,L48634,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0
7172,M22031,M,300.2,310.2,1438,51.5,7,0,0,0,0,0,0
5375,L52554,L,302.9,312.3,1515,40.8,183,0,0,0,0,0,0
6913,M21772,M,300.8,311.2,1634,31.9,178,0,0,0,0,0,0
5963,L53142,L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0
8879,L56058,L,298.1,309.2,1802,26.9,83,0,0,0,0,0,0
6815,H36228,H,300.8,310.6,1465,44.1,136,0,0,0,0,0,0
480,M15339,M,297.4,308.9,1323,57.3,163,0,0,0,0,0,0
8077,L55256,L,300.3,311.8,1360,48.0,119,0,0,0,0,0,0
5229,M20088,M,303.9,313.1,1343,61.4,14,0,0,0,0,0,0
1558,L48737,L,298.3,308.4,1585,30.6,127,0,0,0,0,0,0
7152,H36565,H,300.2,309.9,1906,22.9,165,0,0,0,0,0,0
5969,L53148,L,300.4,310.8,1348,56.0,146,0,0,0,0,0,0
8517,L55696,L,298.3,309.6,1527,30.9,189,0,0,0,0,0,0
3089,M17948,M,300.0,309.1,1624,30.8,155,0,0,0,0,0,0
4208,M19067,M,302.3,310.9,1710,30.4,218,1,1,0,0,0,0
2163,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0
6832,L54011,L,301.1,311.0,1565,52.3,183,0,0,0,0,0,0
4,L47183,L,298.2,308.6,1433,39.5,7,0,0,0,0,0,0
139,H29552,H,298.8,308.6,1449,49.4,150,0,0,0,0,0,0
3231,L50410,L,300.6,309.4,1556,36.0,98,0,0,0,0,0,0
7025,L54204,L,300.6,310.6,2127,18.7,53,0,0,0,0,0,0
5952,L53131,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0
8419,L55598,L,298.9,310.2,1971,23.2,155,0,0,0,0,0,0
2074,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0
65,L47244,L,299.0,309.1,1523,38.6,177,0,0,0,0,0,0
9147,L56326,L,297.6,308.6,1528,40.0,123,0,0,0,0,0,0
3508,M18367,M,301.7,310.8,1502,34.4,157,0,0,0,0,0,0
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0
4354,M19213,M,302.0,309.7,1386,62.7,142,1,0,0,1,0,0
8256,L55435,L,299.0,310.4,1606,31.1,134,0,0,0,0,0,0
6531,H35944,H,301.3,310.6,1605,32.5,59,0,0,0,0,0,0
8266,H37679,H,299.1,310.6,1791,28.0,168,0,0,0,0,0,0
9613,M24472,M,299.0,310.2,1625,31.8,89,0,0,0,0,0,0
1777,L48956,L,298.5,308.1,1564,31.1,34,0,0,0,0,0,0
2269,L49448,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0
8616,L55795,L,297.6,308.6,1382,47.1,11,0,0,0,0,0,0
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0,0,0,0,0
9633,M24492,M,299.0,310.0,1337,57.4,146,0,0,0,0,0,0
620,L47799,L,298.3,310.0,1507,44.7,73,0,0,0,0,0,0
5899,L53078,L,301.0,310.7,1300,57.2,174,0,0,0,0,0,0
5216,M20075,M,303.7,312.7,1532,42.7,194,0,0,0,0,0,0
1043,L48222,L,296.6,307.6,1542,37.4,88,0,0,0,0,0,0
5572,L52751,L,302.4,312.0,1562,37.9,10,0,0,0,0,0,0
1998,L49177,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0
5549,L52728,L,302.3,311.8,1605,35.2,152,0,0,0,0,0,0
8110,L55289,L,300.3,311.7,1821,26.3,202,0,0,0,0,0,0
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0
9163,M24022,M,297.6,308.6,1509,39.7,166,0,0,0,0,0,0
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0
5510,L52689,L,302.8,312.2,1509,36.5,52,0,0,0,0,0,1
8734,M23593,M,297.3,308.7,1447,44.5,105,0,0,0,0,0,0
2910,L50089,L,300.7,309.6,1500,44.1,122,0,0,0,0,0,0
7714,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0
6072,M20931,M,300.9,310.8,1452,43.6,185,0,0,0,0,0,0
9625,H39038,H,299.0,310.1,1555,38.6,118,0,0,0,0,0,0
8407,M23266,M,298.4,309.5,1344,45.3,122,0,0,0,0,0,0
8010,H37423,H,300.9,312.0,2129,17.8,173,0,0,0,0,0,0
1028,M15887,M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0
3506,L50685,L,301.6,310.8,1726,26.7,150,0,0,0,0,0,0
8732,H38145,H,297.2,308.6,1486,46.6,98,0,0,0,0,0,0
46,L47225,L,298.8,309.1,1489,49.1,128,0,0,0,0,0,0
8765,L55944,L,297.4,308.8,1620,33.4,186,0,0,0,0,0,0
9117,H38530,H,297.6,308.7,1659,32.1,49,0,0,0,0,0,0
9185,L56364,L,298.0,309.2,1665,36.6,22,0,0,0,0,0,0
9917,M24776,M,298.5,308.8,1553,34.9,18,0,0,0,0,0,0
8556,L55735,L,298.2,309.0,1596,37.2,87,0,0,0,0,0,0
3622,L50801,L,301.9,311.2,1657,29.1,23,0,0,0,0,0,0
3707,L50886,L,302.0,311.3,1567,41.1,26,0,0,0,0,0,0
1453,L48632,L,299.0,310.3,1584,34.4,83,0,0,0,0,0,0
3111,H32524,H,299.9,309.2,1525,33.2,0,0,0,0,0,0,0
4746,H34159,H,303.2,311.2,1475,43.1,20,0,0,0,0,0,0
3065,M17924,M,300.1,309.1,1731,30.4,92,0,0,0,0,0,0
6512,M21371,M,301.2,310.1,2280,15.7,11,0,0,0,0,0,0
8997,L56176,L,297.2,307.9,1540,37.1,164,0,0,0,0,0,0
3541,L50720,L,301.9,310.9,1574,31.4,27,0,0,0,0,0,0
8795,M23654,M,297.4,308.5,1497,36.4,56,0,0,0,0,0,0
9801,H39214,H,298.5,309.3,1421,50.3,124,0,0,0,0,0,0
2698,L49877,L,300.0,309.6,1618,28.7,53,0,0,0,0,0,0
7930,M22789,M,300.6,311.6,1669,29.2,200,0,0,0,0,0,0
3325,L50504,L,301.5,310.6,1578,34.1,120,0,0,0,0,0,0
6862,H36275,H,301.1,311.3,2207,16.6,43,0,0,0,0,0,0
9439,M24298,M,298.1,308.7,1315,56.8,59,0,0,0,0,0,0
7196,M22055,M,300.1,310.1,1443,49.3,61,0,0,0,0,0,0
1903,L49082,L,298.0,307.6,1694,29.1,169,0,0,0,0,0,0
9223,M24082,M,297.9,309.0,1525,38.5,113,0,0,0,0,0,0
4535,L51714,L,302.4,310.2,1633,28.0,164,0,0,0,0,0,0
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0
3865,M18724,M,302.5,311.4,1629,31.7,225,0,0,0,0,0,0
6790,M21649,M,301.1,310.5,1646,30.7,76,0,0,0,0,0,0
5030,M19889,M,303.9,313.2,1624,39.8,107,0,0,0,0,0,0
5863,L53042,L,301.4,311.0,1470,40.6,86,0,0,0,0,0,0
8681,L55860,L,297.2,308.5,1494,39.6,181,0,0,0,0,0,0
5944,L53123,L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0
1159,L48338,L,297.0,307.9,1436,47.7,191,0,0,0,0,0,0
2256,L49435,L,299.1,308.3,1559,33.7,30,0,0,0,0,0,0
5587,M20446,M,302.4,311.8,1557,31.5,49,0,0,0,0,0,0
9641,L56820,L,299.4,310.5,1514,36.1,169,0,0,0,0,0,0
6992,L54171,L,300.8,311.1,1509,33.4,172,0,0,0,0,0,0
18,M14877,M,298.7,309.2,1410,45.6,47,0,0,0,0,0,0
2962,L50141,L,300.6,309.4,1654,32.8,57,0,0,0,0,0,0
9886,L57065,L,298.8,309.6,1613,27.7,143,0,0,0,0,0,0
7512,L54691,L,300.4,311.8,1601,36.1,0,0,0,0,0,0,0
8577,L55756,L,297.6,308.3,1523,39.5,137,0,0,0,0,0,0
